order_id,payment_value
00b1cb0320190ca0daa2c88b35206009,0.0
c8c528189310eaa44a745b8d9d26908b,0.0
4637ca194b6387e2d538dc89b124b0ee,0.0
f1d5c2e6867fa93ceee9ef9b34a53cbf,9.59
e8bbc1d69fee39eee4c72cb5c969e39d,10.07
37193e64eb9a46b7f3197762f242b20a,10.89
47d11383b93b217d96defbb2ef1a209b,11.56
38bcb524e1c38c2c1b60600a80fc8999,11.62
8bf12a5b441bd86a1edbccb6137c9b0b,11.63
27eebc49f55d8e9b8192f11c2570d6f1,11.63
c79bdf061e22288609201ec60deb42fb,12.22
44a2fb6a4520b17de57affbab761dfcc,12.28
97369eeb115806c27ee2054105eabe97,12.39
767dd7bdeb5f5d8f1840145a3e898bc2,12.89
7c2ee08449e6b8b55158e518778dbe83,12.89
e444d35248c6b1c8b408719cf0cdae3d,13.17
6bbd90ca863235a9127bcc432f30af08,13.29
6f239f76247919dca754f858fe95c617,13.36
0661cdf16c55936467e8d8c561e50730,13.38
50fe82ce977520094518dd8618d7331a,13.39
16848e3116ca4e2beaf0e680d166e8b1,13.39
8fc946cd9c823c0d350def51cea2f603,13.68
367733070da9a9f5f70e9a9cceb99ea3,13.68
6d8699cc1bfa9e279a2149dc5ed26e04,13.78
2e01a346da3f76c4a30e7ed7b3aa0d9a,13.78
9191e958cc19129b8470df9d933f8e3c,13.78
84effd777e819e984c091302a37641d4,13.78
f45074ae38f2e01d9b854ec8d40362ff,13.78
c60a7bc7ab46cda8a60c952aacc83a17,13.78
40db7d3bf12d45bd93dc3548101e8909,13.87
8d6f70397db05604f0f4ccca7e376f12,13.89
ceceaa52ae02dc05d0ce987ed6f6f7f9,14.06
09b457f1152126535a2e7d4a3b73ff6f,14.08
ff96ea4ad10c612930198ecb923eb7a9,14.08
fbe00a3fcc28965ba29bbe674f7672e6,14.13
87c6169aae0c57897be7344931c2839e,14.29
5ff8bece1ba3adcb585b884358bb9917,14.29
196a70ab3bb16ce2023185004d20245c,14.29
f6ffb29c9fc11f94687426f77bfb45b4,14.29
d70442bc5e3cb7438da497cc6a210f80,14.29
953ee7496af2a4597b4a05df5ab44c1c,14.38
248deaf17cc9c8619b300bc14a6044c9,14.39
8f5fac100b291e3c7c7c34ca50001b5a,14.62
3186a30019c9df27f9af586386ac5734,14.62
840d0fe65e307594f2f5fcd49d6898d7,14.65
555256eeec3c2ec4e64208bfad2ed800,14.67
a7e2e99e49329dff2ac305e42c7fb59e,14.67
1cbcc355e275e5143ab1dbf260ca14f1,14.72
39ea1041ff8ce5011a3032a46ccf30e3,14.78
4092d9bdc6d89d05a6d5be6ef304f627,14.78
eff124e4c7161cdbc3ecd912e716715e,14.78
f0f32c83bd4335d68622f39d68724658,14.78
e62274be42947be4c32c94897e0114ff,14.78
de03f4f4bb610147a9bbfbed56438cbb,14.84
8d9a9808c4a5546adb15d524d6ab2e91,14.86
8ce09fabe89667119f813bcaa531e675,14.89
0ac69790e2a6e4c075edbd78648a3594,14.89
618a183c0cfabdc0b2f2b4a5171cd605,14.92
edeae57fd6bee25e030ac14863a6ae0f,14.92
bacacd90ea03f7aceb09acaab257d094,15.18
a76ada6fa5bcfc4b6225ec88c219ab99,15.22
faa1515e28c5d45a5bb6fa57bffcfb0b,15.29
096b88181e326e47c571be4560692555,15.37
43c19b4037a93e40cda474629cc40648,15.38
750fac445e827530d79e0a2050dbcd9c,15.38
921b979d6940e958b136142b40312457,15.38
e3410c1b2ebfc0e23849d9fd01056878,15.38
06cc5452c0a830d345b93a5385ee310e,15.38
43c04de0613b79c2470b22e171cc848d,15.38
0046e1d57f4c07c8c92ab26be8c3dfc0,15.57
0bda8164c1a12b6a388ebec8559ee287,15.62
464de32dc84484c1d26df3e8e38e708b,15.62
b8a4cbf978ddb7ef0264c480a122329f,15.71
c3df9abd148ceaa39d9911b77b041810,15.75
03181fddac1b424c893821ec539b2abf,15.77
1809078b655469f11b429102fb296998,15.77
7a460ff35c9e1ba86df5f1a4780f3616,15.78
f09e36e258656850b92657ac5f67b6d5,15.79
2f1190c795ae566cafa5e988601a84b7,15.84
f672188ca89296f0a903617f5fca8d17,15.84
fffb0b1a50e65c449020434fa835e078,15.86
2af5542876588b6d1e2d52ec6bf14a41,15.86
3e969ee3b96e0dfbc5541bb80591597b,15.89
b2a25b6f671017afa5190546ca5b89e9,15.89
658f8d7112d20419aba9c6b7436b1af5,16.01
111e8cdb5890a7e3beae3e717737ca51,16.05
90e0d38d1d5842547ebd5cb95069c1f7,16.09
13f71b34070e465311be5e70a4b726ca,16.09
d199bccd68b67266244fd9e225d6f77e,16.22
3601e0c7b50fe6de74f3dfd5dc76b122,16.29
bf1f8df62b104db3de943cf23ed71435,16.29
38df34f6963826eaf92a536dff64393a,16.29
4418e54649d925fb8532ff8d11bcea61,16.29
b51636cb252c5b72813e83843f8f73d4,16.29
66d72a05add1a253c4e8390c215c8306,16.29
f98dc0bb1b5d1102af20837256cca2c5,16.29
bc3dd54a59fb99e166087c3525c9f189,16.29
c6a4e191a2e0e802fd5006378e6b47bb,16.29
fd2e2592fb4e38a40b8335d29c93c8c0,16.29
5407dd425b0427513c6f63025414fb33,16.36
d65b78591a45cfbfc4ee5e3f91566450,16.36
7e95c60b8d79f6442ff63f84f8abf85b,16.36
6643fcf7be174c77fb72dea37c92aa19,16.37
882634702ad671a4a28319adef8f058b,16.38
0d758f79408829d623e331723ac19569,16.38
0b9b1c5bbb14862e0e96660280048b04,16.38
c67afe8b6c6b9dbbcfbccb18ae4b5556,16.38
db4982d0129b4b2ac1eb511ab4743799,16.38
1836449b27f6394061739f38bad607e8,16.39
7ecf083716ec54fd45fc322a9ecd0e23,16.39
c7873fbbe3a42117a53be238d9b734f3,16.39
a932657c2a8f532655a478c7170642b1,16.39
